Order,Brüt m²,Net m²,Rooms,Bath,Floors,Floor Location,Building Age,Heating Type,Furniture,Using Status,Building Status,Housing Type,Rent Earning,From,Suitable for Credit,Price,Coord1,Coord2,Street,District,Location3,Due Price,Suitable for exchange
4402,90,70,1+1,1,4,Bahçe katı,1,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,Sıfır,Giriş Kat,900,Danışman,Hayır,195000,40.98042134,28.64472854,Kavaklı,Beylikdüzü, İstanbul,,
4403,105,100,2+1,1,5,Bahçe katı,4,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Mülk Sahibi,,Bahçe Katı,,,Evet,189000,41.10899376,28.85450769,İsmetpaşa,Sultangazi, İstanbul,,
4404,95,85,2+1,1,4,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,0,,Evet,272000,41.01521925,29.12689248,Çakmak,Ümraniye, İstanbul,0,
4405,110,100,2+1,1,5,3,6-10 arası,Klima,Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,0,,Evet,650000,41.07969992,29.08325672,Göztepe,Beykoz, İstanbul,181,
4406,55,54,1+1,1,2,Kot 2,6-10 arası,Kombi (Doğalgaz),,Boş,,Ara Kat,1100,Danışman,Evet,210000,40.9352463,29.36678377,Tepeören,Tuzla, İstanbul,270,
4407,95,85,2+1,1,4,Bahçe katı,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,Danışman,Evet,170000,40.99174266,28.67430021,Yakuplu,Beylikdüzü, İstanbul,25,
4408,110,105,2+1,1,5,2,,,,,,,,,Evet,159000,40.99368619,28.67541601,Yakuplu,Beylikdüzü, İstanbul,,Evet
4409,175,130,3+1,2,20 ve üzeri,20 ve üzeri,0,Klima,Sadece Beyaz Eşya,Boş,,Ara Kat,0,,Hayır,945000,41.11864422,28.76684851,Kayabaşı,Başakşehir, İstanbul,510,
4410,95,94,2+1,1,5,Bahçe katı,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,900000,40.95785218,28.81865202,Yeşilköy,Bakırköy, İstanbul,0,
4411,145,130,3+1,2,4,4,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,1800,Danışman,Evet,395000,41.01985077,29.09661771,Namık Kemal,Ümraniye, İstanbul,30,Evet
4412,95,90,2+1,1,6,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,,Evet,118000,41.00718383,28.6596493,Beylikdüzü OSB,Beylikdüzü, İstanbul,,
4413,90,85,2+1,1,4,Giriş Katı,5,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Giriş Kat,1000,,Evet,235000,41.04355276,28.86743091,Fatih,Esenler, İstanbul,,
4414,100,99,2+1,1,,,,Kombi (Doğalgaz),,,,,,,Evet,514999,41.01273437,28.93051143,Şehremini,Fatih, İstanbul,,
4415,235,200,4+1,2,8,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,,Danışman,Evet,645000,40.99405567,28.6256867,Adnan Kahveci,Beylikdüzü, İstanbul,100,Evet
4416,90,87,2+1,1,6,3,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,1300,Danışman,Hayır,225000,41.02805429,28.89759942,Namık Kemal,Esenler, İstanbul,,Evet
4417,90,85,2+1,1,2,4,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,182000,41.01394063,29.24561,Yenidoğan,Sancaktepe, İstanbul,0,
4418,125,124,3+1,2,5,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1800,Danışman,Evet,490000,41.013592,29.0918076,Esenevler,Ümraniye, İstanbul,40,Evet
4419,125,124,3+1,1,5,4,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,,1500,,Evet,360000,41.00884877,28.85812044,Soğanlı,Bahçelievler, İstanbul,0,
4420,96,95,2+1,1,4,2,0,Kombi (Doğalgaz),,Boş,Sıfır,Ara Kat,1000,,Evet,217000,40.98522513,29.25823499,Adil,Sultanbeyli, İstanbul,,
4421,80,70,2+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,,Danışman,Evet,190000,41.09937918,28.90526982,Zübeyde Hanım,Sultangazi, İstanbul,,
4422,140,,3+1,1,4,3,11-15 arası,Klima,Sadece Beyaz Eşya,Kiracılı,,Ara Kat,0,,Hayır,570000,41.07527043,28.94673486,Alibeyköy,Eyüpsultan, İstanbul,0,Evet
4423,55,50,2+1,1,7,Bahçe katı,4,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Bahçe Katı,,Danışman,Evet,140000,41.00497274,29.2214512,Kemal Türkler,Sancaktepe, İstanbul,,
4424,115,85,2+1,1,4,2,31-35 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,2500,Danışman,Evet,550000,40.9880587,29.02395107,Caferağa,Kadıköy, İstanbul,,
4425,200,180,4+2,3,5,5,0,Kombi (Doğalgaz),Eşyasız,Boş,,Çatı Dubleksi,0,,Hayır,780000,41.05701978,29.07244959,Çengelköy,Üsküdar, İstanbul,0,
4426,230,190,4+1,2,10,5,0,Kombi (Doğalgaz),,Boş,Sıfır,,,Danışman,Evet,2800000,40.96934535,29.06155418,Caddebostan,Kadıköy, İstanbul,,
4427,93,90,2+1,1,5,1,36-40 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,2500,Danışman,Evet,575000,41.01841862,28.94408385,Akşemsettin,Fatih, İstanbul,25,
4428,90,80,2+1,1,5,Yüksek Giriş,4,Kombi (Doğalgaz),,,,,,Danışman,Evet,205000,40.88597412,29.25915666,Fevzi Çakmak,Pendik, İstanbul,,
4429,180,160,4+1,2,6,Bahçe katı,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ters Dubleks,,Danışman,Evet,295000,41.05621585,29.25514843,Çatalmeşe,Çekmeköy, İstanbul,,
4430,180,179,4+1,2,5,4,6-10 arası,Kombi (Doğalgaz),,Mülk Sahibi,,Dubleks,0,,Evet,560000,41.04135012,28.96468658,Kaptanpaşa,Beyoğlu, İstanbul,0,
4431,135,125,3+1,2,10-20 arası,11,2,Klima,Sadece Beyaz Eşya,Boş,,Ara Kat,0,,Evet,420000,41.0145804,28.68529192,Zafer,Esenyurt, İstanbul,0,
4432,95,90,2+1,2,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1000,Danışman,Evet,270000,41.02246296,29.22519607,Cumhuriyet,Çekmeköy, İstanbul,50,Evet
4433,50,40,1+1,1,5,2,31-35 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,395000,41.04849751,29.00213825,Türkali,Beşiktaş, İstanbul,0,
4434,130,95,3+1,2,8,5,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,2750,Danışman,Evet,795000,40.95826647,29.09660096,Bostancı,Kadıköy, İstanbul,,
4435,120,100,2+1,1,4,4,2,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Çatı Dubleksi,1000,Danışman,Evet,200000,40.98704712,29.24886231,Osmangazi,Sancaktepe, İstanbul,25,
4436,320,310,8+4,4,4,Müstakil,16-20 arası,Kalorifer (Doğalgaz),,Kiracılı,İkinci El,,0,Danışman,Evet,2790000,41.08219785,29.06682014,Anadolu Hisarı,Beykoz, İstanbul,0,
4437,100,90,2+1,1,5,Yüksek Giriş,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,,1500,Danışman,Hayır,270000,40.95222395,29.1102612,Altıntepe,Maltepe, İstanbul,1,
4438,97,90,2+1,1,5,1,6-10 arası,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Mülk Sahibi,İkinci El,Ara Kat,,Danışman,Evet,420000,41.08178509,28.99616333,Çeliktepe,Kağıthane, İstanbul,,
4439,150,95,3+1,1,3,Müstakil,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,1150000,41.07315497,29.06040825,Kandilli,Üsküdar, İstanbul,0,
4440,249,180,4+1,3,6,5,3,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Çatı Dubleksi,0,,Evet,750000,41.0081607,29.19817544,Meclis,Sancaktepe, İstanbul,0,Evet
4441,105,104,2+1,1,4,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,424000,40.89502427,29.17921543,Petroliş,Kartal, İstanbul,0,
4442,80,75,2+1,1,4,4,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Ara Kat,1000,Danışman,Evet,275000,41.04063579,28.86952572,Fatih,Esenler, İstanbul,35,Evet
4443,130,120,3+1,1,8,7,4,Klima,Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,0,,Evet,825000,41.07439612,28.90434604,Yeni Mahalle,Gaziosmanpaşa, İstanbul,170,
4444,95,92,2+1,1,2,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Hayır,340000,40.86525258,29.34378791,Aydınlı,Tuzla, İstanbul,50,
4445,85,75,2+1,1,3,1,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Hayır,285000,41.03365436,29.17310163,Merkez,Çekmeköy, İstanbul,40,
4446,100,90,2+1,1,5,Bahçe katı,21-25 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,,0,Danışman,Evet,325000,40.99654422,29.04407996,Hasanpaşa,Kadıköy, İstanbul,50,
4447,90,85,2+1,1,4,1,16-20 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1400,Danışman,Hayır,310000,41.00120902,28.89866823,Çırpıcı,Zeytinburnu, İstanbul,,
4448,90,75,2+1,1,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1500,Danışman,Evet,300000,40.90413318,29.19013928,Esentepe,Kartal, İstanbul,30,Evet
4449,105,104,2+1,2,3,3,5,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Çatı Dubleksi,0,,Evet,347000,41.00932554,29.12532449,Çamlık,Ümraniye, İstanbul,0,
4450,83,80,2+1,1,3,2,4,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,1100,,Evet,239000,41.04888695,28.86813283,Birlik,Esenler, İstanbul,0,
4451,80,73,2+1,1,4,1,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1000,Danışman,Evet,260000,40.9596991,29.21480103,Fatih,Sancaktepe, İstanbul,40,
4452,80,75,2+1,1,4,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,400000,40.95032798,29.12505094,Aydınevler,Maltepe, İstanbul,,
4453,95,94,2+1,1,10,Giriş Katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Hayır,323000,41.11392111,28.80451816,Başak,Başakşehir, İstanbul,0,
4454,140,130,3+1,1,5,4,16-20 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Hayır,570000,40.99911767,28.91142545,Telsiz,Zeytinburnu, İstanbul,0,
4455,100,85,2+1,1,4,Kot 2,5,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,Sıfır,Ara Kat,1200,Danışman,Evet,320000,41.01308704,29.21437014,İnönü,Sancaktepe, İstanbul,,
4456,160,150,3+1,2,3,3,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Çatı Dubleksi,1750,,Evet,430000,40.98548706,28.70567331,Cihangir,Avcılar, İstanbul,,Evet
4457,85,75,2+1,1,7,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,0,,Evet,520000,41.02289981,28.87687479,Merkez,Güngören, İstanbul,0,
4458,120,110,3+1,2,5,2,2,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,262000,41.01812861,28.64805431,Cumhuriyet,Esenyurt, İstanbul,,Evet
4459,160,138,3+1,2,9,8,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,0,Danışman,Evet,559000,41.00766161,29.13567357,Mehmet Akif,Ümraniye, İstanbul,140,
4460,216,215,3+1,2,10-20 arası,9,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Ara Kat,0,Danışman,Evet,2950000,40.96019684,29.07686234,Suadiye,Kadıköy, İstanbul,0,
4461,145,144,3+1,2,10-20 arası,11,6-10 arası,,,,,Ara Kat,3500,,Evet,1080000,40.99693748,29.10514355,Barbaros,Ataşehir, İstanbul,0,
4462,110,109,3+1,2,5,4,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,360000,40.93571704,29.28298473,Necip Fazıl,Sultanbeyli, İstanbul,0,Evet
4463,95,85,2+1,1,5,1,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,,1500,,Evet,450000,41.0111783,28.86070526,Soğanlı,Bahçelievler, İstanbul,0,
4464,90,80,2+1,1,3,Yüksek Giriş,16-20 arası,Kalorifer (Doğalgaz),Eşyasız,Boş,İkinci El,Giriş Kat,800,Danışman,Evet,189500,41.07800054,28.88901651,Barbaros Hayrettinpaşa,Gaziosmanpaşa, İstanbul,0,Evet
4465,95,87,2+1,1,6,1,6-10 arası,Kombi (Doğalgaz),Sadece Mutfak,Kiracılı,İkinci El,Ara Kat,1400,Danışman,Evet,330000,41.00516129,28.85445031,Siyavuşpaşa,Bahçelievler, İstanbul,30,
4466,200,,5+2,3,4,4,0,Kombi (Doğalgaz),Sadece Beyaz Eşya,Boş,,,4500,,Evet,1700000,41.0087912,28.86320829,Bahçelievler,Bahçelievler, İstanbul,0,
4467,115,100,3+1,2,9,Yüksek Giriş,4,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,İkinci El,,0,Danışman,Evet,259000,40.86928873,29.33186155,Aydınlı,Tuzla, İstanbul,100,
4468,150,140,3+1,1,6,3,2,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1600,İnşaat Geliştirici,Evet,379000,41.01500213,28.64105362,Cumhuriyet,Beylikdüzü, İstanbul,20,Evet
4469,177,134,3+1,2,10-20 arası,6,1,Klima,Sadece Beyaz Eşya,Boş,,Ara Kat,0,,Evet,865000,41.09282874,28.77534126,Başakşehir,Başakşehir, İstanbul,0,Evet
4470,110,104,3+1,1,6,2,0,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,İnşaat Geliştirici,Evet,350000,40.99626816,29.2726589,Mimar Sinan,Sultanbeyli, İstanbul,0,
4471,375,300,7+2,3,10-20 arası,11,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Dubleks,,Danışman,Evet,2800000,40.96554702,29.08684205,19 Mayıs,Kadıköy, İstanbul,,
4472,90,80,2+1,1,6,3,16-20 arası,Merkezi Sistem,Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,3000,Danışman,Evet,500000,40.98968015,28.87531642,Kartaltepe,Bakırköy, İstanbul,50,
4473,116,86,2+1,1,20 ve üzeri,12,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,2200,İnşaat Geliştirici,Evet,598000,41.03223326,28.8244772,Güneşli,Bağcılar, İstanbul,260,Evet
4474,80,74,2+1,1,5,3,1,Klima,Sadece Beyaz Eşya,Boş,,Ara Kat,0,,Hayır,280000,41.07432921,28.25163619,Alibey,Silivri, İstanbul,0,
4475,95,80,2+1,2,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,265000,41.02045979,29.22182325,Cumhuriyet,Çekmeköy, İstanbul,0,
4476,110,110,3+1,1,3,Çatı Katı,2,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,En Üst Kat,,Danışman,Hayır,999000,40.96038405,28.8220992,Yeşilköy,Bakırköy, İstanbul,,
4477,210,180,3+1,3,3,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Bahçe Dubleksi,0,,Evet,1525000,41.04629449,29.18499899,Merkez,Çekmeköy, İstanbul,0,
4478,64,50,1+1,1,20 ve üzeri,20 ve üzeri,4,Klima,Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,0,,Hayır,430000,41.09455747,28.77369502,Başakşehir,Başakşehir, İstanbul,0,
4479,95,85,2+1,1,7,Kot 3,0,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,2000,Danışman,Evet,525000,41.06011775,29.08018528,Bahçelievler,Üsküdar, İstanbul,100,
4480,71,41,1+1,1,5,3,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,1100000,41.02711794,28.97769872,Hacımimi,Beyoğlu, İstanbul,,Evet
4481,85,84,2+1,1,9,3,5,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,325000,41.12706747,28.77219681,Kayabaşı,Başakşehir, İstanbul,,
4482,100,95,2+1,1,4,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,İnşaat Geliştirici,Evet,210000,40.99708339,28.66000627,Beylikdüzü OSB,Beylikdüzü, İstanbul,25,Evet
4483,110,100,2+1,1,5,2,21-25 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Hayır,230000,41.04186947,28.84429084,Yenimahalle,Bağcılar, İstanbul,0,
4484,225,165,4+1,2,8,6,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Ara Kat,0,Danışman,Evet,1725000,40.97730614,29.04958963,Feneryolu,Kadıköy, İstanbul,0,
4485,85,75,2+1,1,10-20 arası,3,6-10 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,,Ara Kat,0,,Hayır,330000,41.1026793,28.76277902,Kayabaşı,Başakşehir, İstanbul,0,
4486,98,85,2+1,1,9,8,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,,Evet,450000,40.89209965,29.23598707,Çınardere,Pendik, İstanbul,160,
4487,165,163,4+1,2,4,4,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Dubleks,,Danışman,Evet,550000,41.00146565,28.85998339,Siyavuşpaşa,Bahçelievler, İstanbul,,
4488,60,49,1+1,1,4,Giriş Katı,26-30 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Bahçe Katı,0,Danışman,Evet,275000,40.94781576,29.10511136,Küçükyalı,Maltepe, İstanbul,0,
4489,125,115,3+1,2,4,1,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,,Evet,385000,40.92913221,29.13037576,Altayçeşme,Maltepe, İstanbul,0,
4490,150,133,3+1,2,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,1250000,41.02247901,28.64711169,Piri Reis,Esenyurt, İstanbul,0,Evet
4491,105,95,2+1,1,4,2,2,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,275000,41.01026906,28.69640381,Saadetdere,Esenyurt, İstanbul,,
4492,95,85,2+1,1,4,1,40 ve üzeri,Kalorifer (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,2200,,Evet,540000,41.00717466,28.93076567,Silivrikapı,Fatih, İstanbul,40,
4493,100,90,2+1,1,4,2,2,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Kiracılı,,Ara Kat,1500,Danışman,Evet,350000,41.01446087,29.13143412,Çakmak,Ümraniye, İstanbul,60,Evet
4494,90,83,2+1,1,4,Kot 3,21-25 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,270000,40.99262996,28.9071624,Gökalp,Zeytinburnu, İstanbul,,
4495,95,80,2+1,1,5,3,5,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,2000,Danışman,Hayır,490000,41.1835622,28.88505946,Göktürk Merkez,Eyüpsultan, İstanbul,,
4496,100,90,2+1,1,10,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,295000,41.00984988,28.64612465,Büyükşehir,Beylikdüzü, İstanbul,,Evet
4497,150,110,3+1,2,10-20 arası,5,0,Klima,Eşyasız,Mülk Sahibi,,Ara Kat,0,,Hayır,1425000,40.96449034,29.08646515,Suadiye,Kadıköy, İstanbul,0,
4498,75,56,2+1,1,10-20 arası,9,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1300,Danışman,Evet,320000,41.03753117,28.77531597,Atakent,Küçükçekmece, İstanbul,180,
4499,200,180,3+2,2,4,4,3,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,3000,Danışman,Evet,550000,40.98370046,28.71692491,Merkez,Avcılar, İstanbul,,
